name,image:,address,tel,extendsection,other,email,web
,,,,,,,
Vận Tải Saigonship Đà Nẵng - Công Ty Cổ Phần Saigonship Đà Nẵng,https://logo.trangvangvietnam.com/L39568136800.gif,"Khu B1-6, KCN Dịch Vụ Thủy Sản Thọ Quang, P. Thọ Quang, Q. Sơn Trà, Tp. Đà Nẵng, Việt Nam, Việt Nam", (0236) 3943349,,"
Đơn vị hàng đầu trong lĩnh vực Logistics, chuyên cung cấp các dịch vụ:- Khai thác tàu biển, đại lý tàu biển.- Vận tải đường bộ, vận tải container.- Mua bán, cho thuê và lắp đặt các loại container văn phòng, container treo, v.v\...Thành viên chính thức của các Hiệp hội VSA, VISABA, VIFFAS.                     
",mailto:ceo@saigonshipdanang.com                          ,http://www.saigonshipdanang.com
,,,,,,,
Logistics Gia Việt - Công Ty TNHH Thương Mại - Dịch Vụ - Vận Tải Gia Việt,https://logo.trangvangvietnam.com/L39568375700-1.gif,"354 Ung Văn Khiêm, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 62759799, 0917 797 797, 0916 757 897","Văn Phòng: 348/13A Ung Văn Khiêm, P. 25, Q. Bình Thạnh, TP .HCM

CN Bà Rịa Vũng Tàu: KCN Mỹ Xuân A, QL 51, Phước Lập, Bà Rịa - Vũng Tàu","
Vận Tải Gia Việt - Đơn vị gần 10 năm kinh nghiệm trong lĩnh vực Dịch vụ logistric: Vận tải hàng hóa đường bộ, dịch vụ cho thuê kho bãi, dịch vụ hải quan, thủ tục khai báo hải quan,..Cam kết: Dịch Vụ Uy Tín - Nhanh Chóng - Thuận TiệnCông ty Vận Tải Gia Việt luôn sẵn sàng phục vụ quý khách hàng! 
",mailto:buitrunglogistics.giaviet@gmail.com               ,http://giavietlogistics.vn
,,,,,,,
Kho Vận Bigway - Công Ty CP Xây Dựng Số 6 Thăng Long,https://logo.trangvangvietnam.com/L39575705000-001.gif,"Đường Hoàng Sa, X. Kim Nỗ, H. Đông Anh, Hà Nội, Việt Nam"," (024) 38810649, 38810264, 0913378461",,"
Trung Tâm Kho Vận Bigway - Chuyên cung ứng giải pháp kho vận:

+ Cho thuê kho hàng, kho xưởng: Kho độc lập, kho chung diện tích linh hoạt

+ Có cầu container phục vụ bốc xếp hàng hóa, PCCC tự động Sprinkler, khung thép Zamil, mái tôn chống nóng Cliplock, sàn chống bụi sika,..

+ Chúng tôi cung cấp các dịch vụ phụ trợ kho vận, quản lý hàng hóa,..
",mailto:khoabigway@gmail.com                              ,http://www.khovanbigway.com
,,,,,,,
Hợp Tiến Logistics  - Công Ty CP TM DV Hợp Tiến Logistics,https://logo.trangvangvietnam.com/L39574645700.gif,"B12 KDC Nam Thịnh, KP. Bình Đường 3, P. An Bình, TX. Dĩ An, Bình Dương, Việt Nam","HOTLINE: 0902 080 425, 0941 688 123",,"
Hợp Tiến Logistics chuyên cung cấp dịch vụ Logistics:

- Dịch vụ cho thuê kho bãi

- Dịch vụ kho bãi 

- Dịch vụ hải quan

 - Dịch vụ vận chuyển hàng hóa

Đảm bảo: Chất lượng tốt - Dịch vụ theo yêu cầu khách hàng.                                                                                     
",mailto:hoptienlogistics@gmail.com                        ,http://hoptienlogistics.com
,,,,,,,
Vận Tải Hàng Hải - Công Ty Cổ Phần Thương Mại Phát Triển Hàng Hải,https://logo.trangvangvietnam.com/L39569141700-1.gif,"Số 2, Đường 22 Nguyễn Bình, P. Đổng Quốc Bình, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam"," (0225) 2620811, Hotline: 0906 192 292","VPGD: Tòa Nhà GTIC, Số 175-176 Bình Kiều 2, Q. Hải An, TP. Hải Phòng","
☑ Gần 10 năm kinh nghiệm Hoạt động Logistics tại Việt Nam

☑ Dịch vụ Xuất Nhập Khẩu trọn gói, gồm: Thông quan hàng hóa, vận chuyển hàng bằng container, ủy thác xuất nhập khẩu,..

☑ Thế mạnh: VPGD đặt tại Q. Hải An, Tp. Hải Phòng, kề cận Cảng Hải Phòng - Cụm cảng biển tổng hợp cấp quốc gia lớn nhất miền Bắc.
",mailto:thinhdhmarine.jsc@gmail.com                       ,http://marine.com.vn
,,,,,,,
Logistics Vina S.M.A.R.T - Công Ty Cổ Phần Thương Mại Và Phân Phối Vina S.M.A.R.T,https://logo.trangvangvietnam.com/L39571151500.gif,"Số 13, Đường Số 97, Khu Phố 2, Phường Thạnh Mỹ Lợi, Quận 2, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 62721133, 0909 967 378",,"
Vina S.M.A.R.T - Nhà cung cấp & tư vấn uy tín giải pháp logistic, gồm: 

+ Cho thuê kho nội địa, kho tổng hợp 

+ Quản lý, kiểm đếm, đóng gói, xếp dỡ & phân loại hàng hóa 

+ Dịch vụ vận chuyển hàng hóa bằng xe tải, container 

+ Cho thuê xe nâng hàng

+ Cho thuê pallet gỗ,..
",mailto:info@vinasmart.com.vn                             ,http://www.vinasmart.com.vn
,,,,,,,
Vận Tải Delta - Công Ty TNHH Quốc Tế Delta,https://logo.trangvangvietnam.com/L39568174700.gif,"Tầng 14, Tòa Nhà IDMC Mỹ Đình, 15 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm Hà Nội, Việt Nam"," (024) 35563356, Hotline: 091.321.1888",,"
Delta là thành viên của Hiệp Hội các nhà giao nhận vận tải Việt Nam (VIFFAS) và thành viên của Hiệp Hội các nhà giao nhận vận tải quốc tế (FIATA), chuyên cung cấp dịch vụ:

- Logistics - Dịch vụ Logistics 

 - Giao nhận và vận chuyển hàng hóa 

- Đại lý làm thủ tục hải quan 

- Dịch vụ đại lý vận tải biển 

- Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải bằng xe Bus) 

- Vận tải hàng hóa bằng đường bộ 

- Kho bãi và lưu giữ hàng hóa 

- Thương Mại - Các công ty.
",mailto:info@delta.com.vn                                 ,http://www.delta.com.vn
,,,,,,,
The One Logistics - Công Ty TNHH The One Logistics Việt Nam,https://logo.trangvangvietnam.com/L39575983600.gif,"62/699 Vũ Tông Phan, Hoàng Mai, Hà Nội, Việt Nam",Hotline: 0973 266 672 - 0903 288 872,"Nội Bài: 9A8 KTT Sân Bay Nội Bài, Hà Nội

Hải Phòng: 59/97 Đoàn Kết, Hải An, Hải Phòng

HCM: Tòa Viễn Đông, 15/48A Đoàn Như Hải, P. 12, Q. 4, TP.HCM","
Bạn nên lựa chọn d&#7883ch vụ của THE ONE LOGISTICS bởi:
► Chúng tôi được vinh danh Top 10 công ty Logistics chuyên nghiệp tại Việt Nam

► Dịch vụ trọn gói: Xuất nhập khẩu, vận tải, hải quan, kho bãi,.. 

► Giá cả cạnh tranh, hợp lý với chất lượng trên cả tuyệt vời.
",mailto:admin@theonelogistics.com.vn                      ,http://theonelogistics.com.vn
,,,,,,,
Vận Tải Long Phan - Công Ty TNHH Sản Xuất - Thương Mại - Dịch Vụ Long Phan,https://logo.trangvangvietnam.com/L39568666200-1.gif,"207C Nguyễn Xí, P. 26, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 54452841Hotline: 0903.306.938,,"
LONG PHAN - Đơn vị uy tín cung cấp trọn gói các dịch vụ Logistics với:

☑ 10 năm kinh nghiệm

☑ Đội ngũ quản lý và nhân viên chuyên nghiệp

☑ Thủ tục đơn giản - Dịch vụ an toàn - Tiết kiệm chi phí.
Chuyên:

➥ Vận tải đường bộ, đường biển, đường hàng không

➥ Lắp ráp, cho thuê nhà xưởng, kho bãi

➥ Khai báo hải quan
",mailto:quephan@longphanvn.com                            ,http://longphanvn.com
,,,,,,,
Logistics Quốc Tế Viet Chun - Công Ty TNHH Logistics Quốc Tế Viet Chun,https://logo.trangvangvietnam.com/L39574646800-02.gif,"Sau Cầu Cảng 04 Thuộc Chi Nhánh Cảng Tân Vũ, Khu Kinh Tế Đình Vũ - Cát Hải, P. Đông Hải 2, Q. Hải An, Tp. Hải Phòng, Việt Nam"," (0225) 7100789, 0855081188",,"
Tuân thủ niềm tin của Wanhai Group: ""WE CARRY, YOUR WAY"". Viet Chun International Logistics cung cấp đầy đủ dịch vụ vận chuyển đường bộ, đường biển, khai báo hải quan và các dịch vụ hậu cần nhằm giảm thiểu chi phí, tiết kiệm thời gian cho Khách hàng.                                                             
",mailto:vietchun@vcil.com.vn                              ,http://vietchun.com.vn
,,,,,,,
Vận Chuyển Colombus Việt Nam - Công Ty TNHH COLOMBUS Việt Nam,https://logo.trangvangvietnam.com/L39572228200-1.gif,"Số 83, Ngõ 209, Đường Ngọc Hồi, Thanh Trì, Hà Nội, Việt Nam",0975 742 169,,"
Cam kết mang đến những giải pháp Logistics đơn giản, hiệu quả và tối ưu!

Colombus - ""Kết nối giá trị"", tự hào là nhà cung cấp dịch vụ hậu cần uy tín!

Nổi trội với hàng loạt các dịch vụ sau:

➝ Dịch vụ vận chuyển và giao nhận hàng hóa nhanh chóng
➝ Dịch vụ kho bãi và phân phối đáp ứng mọi yêu cầu
➝ Dịch vụ lưu trữ hàng hóa THÔNG MINH, tiết kiệm diện tích.

Hân hạnh phục vụ với: 4 văn phòng tại Hà Nội, Hải Phòng, Đà Nẵng, HCM cùng các trung tâm chuyển phát trên 63 tỉnh thành.
",mailto:colombus.vn@gmail.com                             ,http://colombus.vn
,,,,,,,
Logistics Hùng Phan - Công ty TNHH Thương Mại XNK Hùng Phan,https://logo.trangvangvietnam.com/L39570253700.gif,"205A Nguyễn Xí, P. 26, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38984392 - Hotline: 0978 98 68 68,,"
Cung cấp trọn gói dịch vụ Logistics gồm:

- Vận tải container, đường không, đường biển

- Ủy thác & tư vấn xuất nhập khẩu

- Cho thuê kho bãi thường, kho bãi ngoại quan

- Khai báo hải quan, thông quan hàng hóa

Với trình độ nghiệp vụ cao và kỹ năng xử lý tình huống rất tốt, cam kết đến cho khách hàng sự yên tâm trong việc xuất hay nhập hàng hóa mà chi phí thì lại rất phải chăng.
",mailto:xuanphan@hungphanvn.com                           ,http://hungphanvn.com
,,,,,,,
Chi Nhánh Công Ty Cổ Phần Giao Nhận Vận Tải Việt Uni,https://logo.trangvangvietnam.com/L39576035800.gif,"Phòng 301 Tầng 3 Tòa Nhà Sơn Hải, 452 Lê Thánh Tông, Phường Vạn Mỹ, Quận Ngô Quyền, Tp. Hải Phòng, Việt Nam","0982 329 198, 0934 312 368","Chi Nhánh: Tầng 5 Tòa Nhà Newport, 400/3 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh","
Trọn gói dịch vụ logistics tại Việt Uni:
** Vận tải biển, vận tải hàng không, vận tải nội địa đa phương thức

** Môi giới hải quan, dịch vụ hải quan đối với hàng hóa xuất nhập khẩu

** Cho thuê kho bãi, dịch vụ hậu cần, đóng gói, bốc xếp hàng hóa

** Dịch vụ bảo hiểm hàng hóa, tư vấn pháp luật, sao kê ngân hàng, quản lý cung ứng,..
",mailto:info@vietuni.com.vn                               ,http://vietuni.com.vn
,,,,,,,
Vận Tải Key Line - Công Ty TNHH Giao Nhận Và Vận Tải Key Line,https://logo.trangvangvietnam.com/L39568126300.gif,"P802 tầng 8, Tòa nhà Akashi, Số 10 lô 2A KĐTM ngã Năm sân bay Cát Bi, P. Đông Khê, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam",Hotline: 0944 20 08 86/ (0225) 3556.921,,"
Key Line là một đơn vị nhiều năm kinh nghiệm hoạt động trong lĩnh vực cung cấp các dịch vụ logistics, bao gồm: vận chuyển đường biển, vận chuyển hàng không, dịch vụ kho bãi, hải quan, xuất nhập khẩu,..

Chúng tôi cam kết luôn thực hiện các dịch vụ một cách cẩn thận, chính xác, nhanh nhẹn, chuyên nghiệp cao và đảm bảo tiến độ hợp đồng.
",mailto:info@kllc.com.vn                                  ,http://kllc.com.vn
,,,,,,,
INTERLINK LOGISTICS - Công Ty Cổ Phần INTERLINK,https://logo.trangvangvietnam.com/L1437400-6.gif,"47 Điện Biên Phủ, P. Đa Kao, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam",937481898,,"
Interlink cung ứng dịch vụ logistics toàn diện:

✙ 20 năm kinh nghiệm, sở hữu kho bãi chất lượng cao, hạ tầng công nghệ thông tin, phương tiện vận chuyển hiện đại

✙ Phạm vi: Mạng lưới đại lý trên toàn thế giới

✙ Cung cấp giải pháp tối ưu nhất, tiết kiệm thời gian, chi phí cho KH!             
",mailto:info@interlink.com.vn                             ,http://interlink.com.vn
,,,,,,,
Logistics Hưng Thịnh Phát - Công Ty TNHH Hưng Thịnh Phát,https://logo.trangvangvietnam.com/L16109000.gif,"G12/6 Đồng Khởi, Khu Phố 4, P. Tân Hiệp, TP. Biên Hòa, Đồng Nai, Việt Nam"," (0251) 8823338, 0913 778 489",,"
Chuyên cung cấp các Dịch vụ khai thuế hải quan và dịch vụ xuất nhập khẩu, Dịch vụ Logistics - giao nhận vận chuyển hàng hóa containers,.. 

Với hơn 15 năm kinh nghiệm trong ngành, chúng tôi cam kết sẽ mang đến quý khách các dịch vụ có chất lượng tốt nhất.                                                                  
",mailto:duyhung@hungthinhphatdn.com                       ,http://hungthinhphatdn.com
,,,,,,,
Toàn Phát Logistics - Công Ty Cổ Phần Thương Mại Dịch Vụ Toàn Phát Logistics,https://logo.trangvangvietnam.com/L39572927300.gif,"Số 52/4 Đường DT 743, Khu Phố Đông Tân, Phường Dĩ An, Thành Phố Dĩ An, Bình Dương, Việt Nam",0914.09.22.39,,"
Là doanh nghiệp hàng đầu ngành Logistics, chuyên cung cấp dịch vụ KHO VẬN:

▬  Dịch vụ kho vận

▬  Dịch vụ vận tải hàng hóa

▬  Dịch vụ hải quan.

Khách hàng tiêu biểu: Navy Chemical, ATP Chemical, Chaang Chila, Panpacific,..
",mailto:khovantoanphat@gmail.com                          ,http://khovantoanphat.vn
,,,,,,,
Giao Nhận Xuất Nhập Khẩu Việt Mỹ - Công Ty TNHH Giao Nhận Xuất Nhập Khẩu Việt Mỹ,https://logo.trangvangvietnam.com/L39568273400-99.gif,"85/31 Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Quận Tân Phú, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38103262,0917 454 046, 0972 645 678",,"
Việt Mỹ Logistics - Dịch vụ Logistics chuyên nghiệp:

➾ Đảm bảo an toàn, chuyên nghiệp, giá cả dịch vụ cạnh tranh, ổn định

➾ Vận tải hàng hóa, tư vấn hải quan, dịch vụ kho bãi,.. giải pháp tổng thể

➾ Đội ngũ nhân sự, trang thiết bị hỗ trợ bốc xếp hàng hóa hiện đại!                            
",mailto:tansinh@vietmylogistic.com                        ,http://vietmylogistic.com
,,,,,,,
TMT Logistics - Công Ty TNHH Tiếp Vận TMT,https://logo.trangvangvietnam.com/L39574432800.gif,"Số 11, Ngõ 4 Đường Võ Thị Sáu, Phường Bến Thủy, Thành Phố Vinh, Nghệ An, Việt Nam",Hotline: 0939 736 777 ,"CN Hà Nội: P. 507, Tòa Nhà CT4, KĐT Xa La, Hà Đông, Hà Nội
CN Hải Phòng: P. 335, Tòa Nhà Thành Đạt 1, Số 3 Lê Thánh Tông, Ngô Quyền, Hải Phòng","
TMT Logistics - Là doanh nghiệp hàng đầu trong lĩnh vực xuất nhập khẩu tại Bắc Miền Trung, với nhiều năm kinh nghiệm trong ngành Logistics, chúng tôi mang tới sự hài lòng cho Khách hàng trong và ngoài nước với các dịch vụ:

➫ Tư vấn quy trình, thủ tục hải quan - Dịch vụ thông quan - Đại lý hải quan

➫ Vận chuyển đường biển - Vận chuyển đường hàng không

➫ Vận chuyển nội địa - Vận chuyển hàng hóa quá cảnh sang Lào,..
",mailto:andrew.hung@tmtlogistics.com.vn                   ,http://tmtlogistics.com.vn
,,,,,,,
Chi Nhánh Đà Nẵng - Công Ty TNHH MTV  Kho Vận Hoa Sen Trắng,https://logo.trangvangvietnam.com/L39574639800-1.gif,". Tp. Đà Nẵng, Việt Nam", (028) 38457559 - Hotline: 0903 712 368,,"
Hội tụ đầy đủ tiêu chí ""Nhanh nhất - Giá cả hợp lý nhất - Chuyên nghiệp nhất""

>>> Hoa Sen trắng trở thành đơn vị hàng đầu trong lĩnh vực Logistics
+ Dịch vụ xuất nhập khẩu trọn gói, tạm nhập tái xuất, ủy thác xuất nhập khẩu,..

+ Dịch vụ làm thủ tục khai báo, khai thuê hải quan, thủ tục thông quan,..

+ Dịch vụ giao nhận, vận chuyển hàng hóa trong nước & quốc tế

Đảm bảo: 

✘ Thủ tục nhanh chóng, đúng lịch trình, đảm bảo tiến độ

✘ Hàng hóa nguyên đai nguyên kiện, không tiêu hao, thiếu hụt

Với hơn 10 năm kinh nghiệm, Hoa Sen trắng là đơn vị uy tín để bạn trao trọn niềm tin!
",mailto:whitelotushcm@gmail.com                           ,http://whitelotuslogistic.com.vn
,,,,,,,
Chi Nhánh Cần Thơ - Công Ty TNHH MTV  Kho Vận Hoa Sen Trắng,https://logo.trangvangvietnam.com/L39574639900-1.gif,". TP. Cần Thơ, Việt Nam", (028) 38457559 - Hotline: 0903 712 368,,"
Hội tụ đầy đủ tiêu chí ""Nhanh nhất - Giá cả hợp lý nhất - Chuyên nghiệp nhất""

>>> Hoa Sen trắng trở thành đơn vị hàng đầu trong lĩnh vực Logistics
+ Dịch vụ xuất nhập khẩu trọn gói, tạm nhập tái xuất, ủy thác xuất nhập khẩu,..

+ Dịch vụ làm thủ tục khai báo, khai thuê hải quan, thủ tục thông quan,..

+ Dịch vụ giao nhận, vận chuyển hàng hóa trong nước & quốc tế

Đảm bảo: 

✘ Thủ tục nhanh chóng, đúng lịch trình, đảm bảo tiến độ

✘ Hàng hóa nguyên đai nguyên kiện, không tiêu hao, thiếu hụt

Với hơn 10 năm kinh nghiệm, Hoa Sen trắng là đơn vị uy tín để bạn trao trọn niềm tin!
",mailto:whitelotushcm@gmail.com                           ,http://whitelotuslogistic.com.vn
,,,,,,,
Công Ty TNHH ASIA MARITIME LOGISTICS,https://logo.trangvangvietnam.com/L39576184900.gif,"47/16 Dương Thị Mười, P. Tân Chánh Hiệp, Q. 12 Tp. Hồ Chí Minh (TPHCM), Việt Nam",0354 271 213,,"
ASIA MARITIME LOGISTICS - Uy tín - Trách nhiệm - Chuyên nghiệp!

✜ Chuyên cung cấp các dịch vụ: Dịch vụ vận tải biển, vận tải đường hàng không, vận tải đường bộ, thủ tục hải quan, dịch vụ kho bãi.

✜ Chúng tôi cam kết đáp ứng mọi yêu cầu của Quý Khách Hàng trong và ngoài nước.

>>> Đối tác của chúng tôi: Heung A Line , Freight Global Network, Interasia, Freightnet, Sinokor, SM Line, Wan Hai Lines LTD, etc.
",mailto:benz@amlogistics.vn                               ,http://amlogistics.vn
,,,,,,,
Vận Tải An Pha Trần - Công Ty TNHH TM Và Vận Tải An Pha Trần,https://logo.trangvangvietnam.com/L39570816400-02.gif,"Số 5-7 Hoàng Việt, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38113811, Hotline: 0919.06.0101","Chi nhánh: Bình Dương, Đồng Nai, Hải Phòng","
LOGISTIC AN PHA: Trách nhiệm hàng đầu, Chuyên nghiệp mọi khâu, Giá tốt nhất thị trường:
- Chuyên vận chuyển container bằng đường biển nội địa (HCM - Hải phòng, Đà Nẵng, Quy Nhơn, Cửa Lò)

- Chuyên vận chuyển đường bộ đi các tỉnh miền Bắc - Trung - Nam

- Dịch vụ khai báo hải quan các loại hình (Kinh doanh, Phi mậu dịch, SXXK, Gia Công…)

- Vận chuyển hàng lẻ và nguyên container xuất và nhập quốc tế Sea và Air

- Bốc dỡ hàng hóa, Thi công hàng dự án, lắp đặt, nâng, cẩu thiết bị siêu trường siêu trọng.
",mailto:vantaianpha@gmail.com                             ,http://vantaianpha.com
,,,,,,,
Công Ty TNHH Logistics Và Đại Lý Hải Quan Việt Nam,https://logo.trangvangvietnam.com/L39574648100.gif,"Số 100, Đường Số 7, P. 3, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM), Việt Nam",988856886,,"
VCALogistics - Cung cấp dịch vụ trọn gói dịch vụ giao nhận từ kho khách hàng tới kho người mua trên toàn cầu.- Dịch vụ chính: Vận tải đường hàng không, đường biển, đường bộ, đường sắt - Dịch vụ hải quan - Dịch vụ khi bãi,..Cam kết:

Chi phí thấp nhất - Dịch vụ tốt nhất - Giao hàng nhanh nhất!
",mailto:phuocloc@vcalogistics.com                         ,http://vcalogistics.com
,,,,,,,
Giao Nhận Vinavico - Công Ty TNHH Giao Nhận Và Thương Mại Vinavico,None,"395 Lương Thế Vinh, P. Mễ Trì, Q. Nam Từ Liêm, Hà Nội, Việt Nam",904414979,,None,mailto:vinavicoth@gmail.com                              ,http://vinavicologistics.bizz.vn
,,,,,,,
Chi Nhánh Công Ty TNHH Logistics Safway,None,"Thị Trấn Đồng Văn, H. Duy Tiên Hà Nam, Việt Nam", (0247) 1085568 Hotline: 0901 232 568,"Văn Phòng Hà Nội: Fl.3, Lô 41/100 Dịch Vọng Hậu, P. Dịch Vọng Hậu, Q. Cầu Giấy, Hà Nội 
",None,mailto:info@safway.com.vn                                ,http://www.safway.com.vn
,,,,,,,
Logistics Nippon Konpo - Công Ty TNHH Nippon Konpo Hồ Chí Minh,None,"Lô B2-45, B2-46 Và Một Phần Lô B2-44, B2-47, KCN Tân Đông Hiệp B, P. Tân Đông Hiệp, TP. Dĩ An, Bình Dương, Việt Nam", (0274) 3766941,,None,mailto:sp_hangtt@nkv.vn                                  ,http://www.nikkon-hd.co.jp
,,,,,,,
Công Ty TNHH MTV Tổng Công Ty Tân Cảng Sài Gòn,None,"722 Điện Biên Phủ, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam","18001188,  0903 751 643",,None,mailto:marketing@saigonnewport.com.vn                    ,http://www.saigonnewport.com.vn
,,,,,,,
ITL Logistics - Công Ty CP Giao Nhận Và Vận Chuyển In Do Trần,None,"Số 52 - 54 - 56 Trường Sơn, P. 2, Q. Tân Bình, TP HCM, Việt Nam", (028) 0865571481,,None,mailto:purpose.y@itlvn.com                               ,http://www.itlvn.com
,,,,,,,
Inlaco Saigon - Công Ty Cổ Phần Vận Tải Biển Và Hợp Tác Lao Động Quốc Tế,None,"36-38 Nguyễn Trường Tộ, P. 12, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39433770,,None,mailto:inlacosaigon@inlacosaigon.com                     ,http://www.inlacosaigon.com
,,,,,,,
Genuine Partner - Công Ty CP Đối Tác Chân Thật,None,"Lầu 3 Tòa Nhà Vista, Số 628C, Xa Lộ Hà Nội, P. An Phú, Q. 2, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62814078,,None,mailto:info@genuinepartner.com                           ,http://genuinepartner.com
,,,,,,,
Konoike Vina - Công Ty TNHH Vận Tải Việt Nhật,None,"18A Lưu Trọng Lư, P. Tân Thuận Đông, Q. 7, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38723348,,None,mailto:admin@konoikevina.com                             ,http://konoikevina.com
,,,,,,,
Logistics Schenker - Công Ty TNHH Schenker Việt Nam,None,"Tầng G4-5-6, Tòa Nhà Hà Đô South Building, 60 Trường Sơn, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62971860,,None,mailto:infovietnam@dbschenker.com                        ,http://dbschenker.vn
,,,,,,,
SGH Global - Công Ty TNHH Sagawa Express Việt Nam,None,"Lô 117, KCN Trong Khu Chế Xuất Sài Gòn – Linh Trung, P. Linh Trung, TP. Thủ Đức, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38409330,,None,mailto:info@sagawa-vtm.com.vn                            ,http://sagawa-vtm.com.vn
,,,,,,,
Logistics ALC - Công Ty Cổ Phần Thương Mại Dịch Vụ Đất Mới,None,"Lô B2, Đường C2, KCN Cát Lái, Cụm 2, P. Thạnh Mỹ Lợi, Q. 2, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37425107,,None,mailto:info@alcvietnam.com                               ,http://www.alcvietnam.com
,,,,,,,
Bee Logistics - Công Ty CP Giao Nhận Vận Tải Con Ong,None,"Tầng 2, Tòa Nhà Hải Âu, 39B Trường Sơn, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62647272,,None,mailto:info@beelogistics.com                             ,http://beelogistics.com
,,,,,,,
VPĐD - Công Ty TNHH Lô-Gi-Stíc Pantos Việt Nam,None,"Tầng 3, Tòa Nhà Handico, KĐT Mới Mễ Trì Hạ, P. Mễ Trì, Q. Nam Từ Liêm, Hà Nội, Việt Nam", (024) 39362814,,None,mailto:tathu.ha@pantos.com                               ,http://pantos.com
,,,,,,,
Tổng Công Ty Cổ Phần Bưu Chính Viettel,None,"Số 1 Giang Văn Minh, P. Kim Mã, Q. Ba Đình, Hà Nội, Việt Nam", (024) 62660306,,None,mailto:mail@viettelpost.com.vn                           ,http://viettelpost.com.vn
,,,,,,,
ALS - Công Ty Cổ Phần Logistics Hàng Không,None,"Tầng 4, Ga Hàng Hóa ALS, Cảng Hàng Không Quốc Tế Nội Bài, X. Phú Minh, H. Sóc Sơn, Hà Nội, Việt Nam", (024) 37953838,,None,mailto:contact@als.com.vn                                ,http://als.com.vn
,,,,,,,
Logistics Vinafreight - Công Ty CP Vinafreight,None,"Lầu 1, Block C, Tòa Nhà Văn Phòng Waseco, Số 10 Phổ Quang, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38446409,,None,mailto:mngt@vinafreight.com.vn                           ,http://www.vinafreight.com
,,,,,,,
Logistics Việt Hoa - Công Ty TNHH Dịch Vụ Vận Tải Và Thương Mại Việt Hoa,None,"284 Nguyễn Tất Thành, P. 13, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39402520,,None,mailto:khuan@viethoagroup.com                            ,http://viethoagroup.com
,,,,,,,
SME Logistics - Công Ty CP SME Worldwide Logistics,None,"Tầng 5, Tòa Nhà Narime, Số 15/28-30 Đường Đoàn Như Hài, P. 12, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62987790,,None,mailto:hr-hcm@smelogistics.vn                            ,http://smelogistics.vn
,,,,,,,
Logistics Thủy Tùng - Công Ty TNHH Giao Thông Vận Tải Thủy Tùng,None,"Số 64/2 Đường Tân Thới Hiệp 2, KP. 7, P. Tân Thới Nhất, Q. 12, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62505041,,None,mailto:aihao@thuytung.com.vn                             ,http://www.thuytung.com.vn
,,,,,,,
Dương Minh Logistics - Công Ty TNHH Giao Nhận Vận Tải Quốc Tế Dương Minh,None,"59 Trần Đình Xu, P. Cầu Kho, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 54088088,,None,mailto:marketing@duongminhvn.com                         ,http://duongminhvn.com
,,,,,,,
Logistics SBI - Công Ty CP SBI,None,"KĐT Mới Quế Võ II, X. Phượng Mao, H. Quế Võ, Bắc Ninh, Việt Nam",866808982,,None,mailto:sales@sbit.vn                                     ,http://sbit.vn
,,,,,,,
Voltrans - Công Ty TNHH Tiếp Vận Vận Tải Quốc Tế Võ Lương,None,"4/2 Đường D2, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 71088499,,None,mailto:info@voltransvn.com                               ,http://voltransvn.com
,,,,,,,
